email,name,designation,category,tags,case,source,mobile,reject_reason
desk14a.dgoffice@mahapolice.gov.in,Desk,"Desk 14A, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,policy_rejected
desk15.dgoffice@mahapolice.gov.in,Desk,"Desk 15, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,policy_rejected
desk16.dgoffice@mahapolice.gov.in,Desk,"Desk 16, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,policy_rejected
desk16a.dgoffice@mahapolice.gov.in,Desk,"Desk 16A, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,policy_rejected
desk16b.dgoffice@mahapolice.gov.in,Desk,"Desk 16B, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
desk1a.dgoffice@mahapolice.gov.in,Desk,"Desk 1A, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,policy_rejected
desk2.dgoffice@mahapolice.gov.in,Desk,"Desk 2, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,policy_rejected
desk23a.dgoffice@mahapolice.gov.in,Desk,"Desk 23, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
desk27b.dgoffice@mahapolice.gov.in,Desk,"Desk 27B, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
desk2a.dgoffice@mahapolice.gov.in,Desk,"Desk 2A, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,policy_rejected
desk3.dgoffice@mahapolice.gov.in,Desk,"Desk 3, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,policy_rejected
desk32.dgoffice@mahapolice.gov.in,Desk,"Desk 32, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
desk35.dgoffice@mahapolice.gov.in,Desk,"Desk 35, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
desk36a.dgoffice@mahapolice.gov.in,Desk,"Desk 36A, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
desk3a.dgoffice@mahapolice.gov.in,Desk,"Desk 3A, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,policy_rejected
desk4.dgoffice@mahapolice.gov.in,Desk,"Desk 4, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,policy_rejected
desk40.dgoffice@mahapolice.gov.in,Desk,"Desk 40, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
desk41.dgoffice@mahapolice.gov.in,Desk,"Desk 41, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
desk5.dgoffice@mahapolice.gov.in,Desk,"Desk 5, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,policy_rejected
desk5a.dgoffice@mahapolice.gov.in,Desk,"Desk 5A, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
desk6.dgoffice@mahapolice.gov.in,Desk,"Desk 6, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,policy_rejected
desk8.dgoffice@mahapolice.gov.in,Desk,"Desk 8, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,policy_rejected
desk8a.dgoffice@mahapolice.gov.in,Desk,"Desk 8A, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,policy_rejected
desk9.dgoffice@mahapolice.gov.in,Desk,"Desk 9, DGP Office Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,policy_rejected
dhananjay.nayak@nic.in,nic.in,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
dig.pcr.mumbai@mahapolice.gov.in,16,"Deputy Inspector General, PCR, Mumbai",Police/Government,govt-state|ig-desk|mumbai-press|police-hq|police-station,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
digpeow.odpol@nic.in,,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
digraga@up.nic.in,Cyber Cell,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all.mbm,,host_not_reachable
dilip.dhatrak@nic.in,nic.in,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
dilip.vanire@nic.in,7,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
dinesh.pokharkar@nic.in,nic.in,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
dir-ecourts-doj@gov.in,Shri Ashok Kumar,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
dir.aaipmr@nic.in,E-mail,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
dirj1-doj@gov.in,Shri B. Chandra Mohiyar,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
dj-dnh@ddd.gov.in,DISTRICT,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
dj.gondia-mah@aij.gov.in,DISTRICT,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
dp.tripathi@sansad.nic.in,dp.tripathi,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
drt1mumbai-dfs@nic.in,S.T.D.,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
drt2mumbai-dfs@nic.in,S.T.D.,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
drt3mumbai-dfs@nic.in,,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
drtaurangabad-dfs@nic.in,,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
drtpune-dfs@nic.in,,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
dsdb.rb-mh@nic.in,Authority,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
dse.rb-mh@gov.in,Authority,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
dyaigacc.dgoffice@mahapolice.gov.in,DY.,"Deputy AIG, Accounts, DGP Office",Police/Government,dgp-desk|govt-state|ig-desk|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
dyaigconfi.dgoffice@mahapolice.gov.in,DY.,"Deputy AIG, Confidential, DGP Office",Police/Government,dgp-desk|govt-state|ig-desk|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
dyaigcrime.dgoffice@mahapolice.gov.in,mahapolice.gov.in,"Deputy AIG, Crime, DGP Office",Police/Government,crime-court-beat|dgp-desk|govt-state|ig-desk|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
dyaigsb.dgoffice@mahapolice.gov.in,DY.,"Deputy AIG, Special Branch, DGP Office",Police/Government,dgp-desk|govt-state|ig-desk|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
dycc.ah-mh@gov.in,,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
dycc.ak-mh@gov.in,,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
dycc.bi-mh@gov.in,,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
dycc.jg-mh@gov.in,,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
dycc.sn-mh@gov.in,,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
dylo15.legal@mcgm.gov.in,dylo15.legal,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
email.csvo2012@gmail.com,Email.CSVO2012,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
eowhq@up.nic.in,eowhq,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all.mbm,,host_not_reachable
fc-nashik@bhc.gov.in,S.T.D.-,,Police/Government,court-lower|govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
fc-parbhani@bhc.gov.in,E-mail,,Police/Government,court-lower|govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
fc.thane-mh@gov.in,S.T.D.-022,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
fcahmednagar.mah@bhc.gov.in,,,Police/Government,court-lower|govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
fcaurangabad.mah@bhc.gov.in,"S.T.D.-0240,",,Police/Government,court-lower|govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
fcnagpur@bhc.gov.in,S.T.D.-0712,,Police/Government,court-lower|govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
fnbcs-bhc@nic.in,Finance,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
ganesh.kathwate@nic.in,nic.in,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
ganga.r.nirwan@incometax.gov.in,ganga.r.nirwan,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
gopal.thatte@nic.in,nic.in,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
hcnag.mah@nic.in,E-MAIL,"Bombay High Court, Nagpur Bench",Police/Government,court-high|govt-state|high-court-beat|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
hemant.bhangale@nic.in,nic.in,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
hemendra.singh65@gov.in,Shri Hemendra Singh,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
hitechcell@keralapolice.gov.in,Cyber Cell,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all.mbm,,policy_rejected
hjdoshi@vsnl.net,E-mail,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
hobbsfdel@cbi.gov.in,For Reporting Bank Security & fraud - BS&F,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
hozbsfz@ci.gov.in,(IPS-TR-94),,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,dead_domain
hozmum@cbi.gov.in,(IPS-RJ-91),,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
i@nic.in,,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
ic-mumbai@bhc.gov.in,,,Police/Government,court-lower|govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
igp.acb@karnataka.gov.in,IGP,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
industry3.ield-mh@gov.in,10,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
industry6.ield-mh@gov.in,11,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
info@hindujahospital.com,F,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
info@sevenhillshospital.com,E-mail,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
info@tmc.gov.in,E-mail,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
information@cbi.gov.in,Against Conmen posing,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
ito.lr.nz@incometax.gov.in,ito.lr.nz,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
ito.lr.wz@incometax.gov.in,ito.lr.wz,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
jalgaon@maharashtra.gov.in,COLLECTOR,,Police/Government,govt-admin|govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
jayraj.choudhary@nic.in,Officer,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
joti-nagpur@bhc.gov.in,rediffmail.com,,Police/Government,court-lower|govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
jsa2j-doj@gov.in,Shri Niraj Kumar Gayagi,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
jtcc.am-mh@gov.in,,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
jtcc.au-mh@gov.in,,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
jtcc.ng-mh@gov.in,,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
jtcc.pu-mh@gov.in,,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
jtcp.eow@mahapolice.gov.in,JTCP,,Police/Government,economic-fraud|govt-state|police-hq|police-special|police-zone,tarun-thadani,tarun-thadani/Santosh_2.mbm,,policy_rejected
juhu.ps.mumbai@mahapolice.gov.in,35,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_2.mbm,,user_not_found
la.dgpoffice@mahapolice.gov.in,24,"Legal Advisor, DGP Office, Mumbai",Police/Government,dgp-desk|govt-state|mumbai-press|police-hq|top-priority,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
lokayukta@maharashtra.gov.in,E-Mail,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
ltmmcsrs@ltmgh.com,ltmmcsrs,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
madhuri.bokade@nic.in,nic.in,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
mah-latdlsa@bhc.gov.in,STD,,Police/Government,court-lower|govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahakodc@mhstate.nic.in,DISTRICT,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahakofcsc@aij.gov.in,indianjudiciary.gov.in,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahamrdc@mhstate.nic.in,DISTRICT,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahbuldc@mhstate.nic.in,DISTRICT,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahchadc@mhstate.nic.in,DISTRICT,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahgondc@mhstate.nic.in,aij.gov.in,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahjaldc@mhstate.nic.in,DISTRICT,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahlatdc@mhstate.nic.in,DISTRICT,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahnandc@mhstate.nic.in,DISTRICT,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahnasdc@mhstate.nic.in,DISTRICT,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahosmdc@mhstate.nic.in,DISTRICT,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahpunefc@aij.gov.in,"S.T.D.-020,",,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahpunescc@indianjudiciary.gov.in,SMALL,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
mahratdc@mhstate.nic.in,DISTRICT,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahsandc@mhstate.nic.in,DISTRICT,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahsatdc@mhstate.nic.in,DISTRICT,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahsin@nic.in,COLLECTOR,,Police/Government,govt-admin|govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahyav@hub2.nic.in,COLLECTOR,,Police/Government,govt-admin|govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
mahyavdc@mhstate.nic.in,DISTRICT,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
majeed.memon@sansad.nic.in,majeed.memon,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
manishkumar.edu@nic.in,Shri Manish Kumar,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
manohar.sawant@nic.in,nic.in,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
masaldan.gaurav@nic.in,Shri Gaurav Masaldan,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
md.msphwc@mahapolice.gov.in,3,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all.mbm,,user_not_found
milind.tambe@nic.in,nic.in,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,user_not_found
minister.labour@maharashtra.gov.in,1,,Police/Government,govt-state|police-hq,tarun-thadani,tarun-thadani/Santosh_all_1.mbm,,policy_rejected
